BRM_BILLER_ACCOUNT_T_ACCOUNT_NO,BRM_BILLINFO_T_ACTG_CYCLE_DOM,TOTAL_AMOUNT,THRESHOLD,WEIGHTED_THRESHOLD,BILLSHOCK,PROXIMITY
134578271-1,6,25.8,0.0,0.0,Yes,1.0
134578635,6,28.8084,98.75,329.166666667,No,0.0875191898734
134580388,16,74.94382485,102.16,204.32,No,0.366796323659
134580980,16,30.8833,37.59,75.18,No,0.410791433892
134582948,16,15.8334,19.7,39.4,No,0.401862944162
134584440,16,79.6566,63.37,126.74,No,0.628504023986
134584940,16,67.59260845,70.98,141.96,No,0.476138408354
134586317,16,20.6417,25.51,51.02,No,0.404580556644
134593441,6,49.033367,90.51,301.7,No,0.162523589659
134594522,9,65.86,71.76,210.496,No,0.312880054728
134594986,15,58.9333,71.82,153.216,No,0.3846419434
134596068,16,24.8084,30.54,61.08,No,0.406162409954
134601384,16,40.22,36.0,72.0,No,0.558611111111
134603217,17,7.9167,12.05,22.4933333333,No,0.351957617072
134605059,6,47.4975,61.8,206.0,No,0.23057038835
134606254,6,31.3833,58.16,193.866666667,No,0.161880845942
134606469,6,20.3667,43.5,145.0,No,0.14046
134608007,6,46.73670005,54.86,182.866666667,No,0.255578017043
134610125-1,17,34.8947334,0.0,0.0,Yes,1.0
134626407,18,22.0946167,32.05,55.5533333333,No,0.39771900936
134627839,9,8.1748667,9.09,26.664,No,0.306588160066
134629988,17,12.5334,13.25,24.7333333333,No,0.506741239892
134632041,18,35.2439668,95.18,164.978666667,No,0.213627419303
134640007,17,25.8,39.66,74.032,No,0.348497946834
134642236,7,18.1462,51.89,166.048,No,0.109282857969
134642349,17,126.8134,355.08,662.816,No,0.191325194322
134649175,17,37.1667,196.41,366.632,No,0.101373311659
134652169,16,14.308367,44.0,88.0,No,0.162595079545
134661933,16,108.2258,89.75,179.5,No,0.602929247911
134666096,16,0.305,32.13,64.26,No,0.00474634298164
134672550,6,39.483367,43.18,143.933333333,No,0.274317047244
134677544,12,14.4167,17.3,43.8266666667,No,0.328948128993
134683315,17,24.1667,30.97,57.8106666667,No,0.4180318511
134685624-1,18,21.18,0.0,0.0,Yes,1.0
134688456,16,42.0834,45.08,90.16,No,0.4667635315
134693340,19,69.8219998,28.18,45.088,Yes,1.0
134699062-1,18,18.9167,0.0,0.0,Yes,1.0
134700884,9,32.85,46.6,136.693333333,No,0.240318962154
134707336,6,39.80249995,49.5,165.0,No,0.241227272424
134709861,9,45.0,238.7,700.186666667,No,0.0642685759988
134718328,15,36.7400334,72.04,153.685333333,No,0.239060114606
134719830,17,36.2972835,41.24,76.9813333333,No,0.47150759708
134720195,21,109.77835,106.25,141.666666667,No,0.774906
134724520,18,9.5834,12.75,22.1,No,0.43363800905
134727749-1,17,22.0952332,25.6,47.7866666667,No,0.46237234654
134729003,19,51.4,148.49,237.584,No,0.216344534986
134732133,15,51.1199,61.54,131.285333333,No,0.389380128778
143063450,6,50.4141334,58.79,195.966666667,No,0.257258717809
143083556,6,12.55,8.84,29.4666666667,No,0.425904977376
143102254,11,14.17,17.0,45.3333333333,No,0.312573529412
143142503,4,46.0709085,32.86,118.296,No,0.389454491276
143144447,4,26.83,26.8,96.48,No,0.278088723051
143145006,10,35.07,70.5,197.4,No,0.177659574468
143175375,13,131.5394499,125.72,301.728,No,0.435953739461
143182501,15,18.5767,14.54,31.0186666667,No,0.598887766506
147004491,21,21.358367,25.82,34.4266666667,No,0.620401829977
147016597,5,14.6605501,17.28,59.904,No,0.244734076189
147020333,21,12.9645,15.48,20.64,No,0.628125
147024600,11,48.1584,59.58,158.88,No,0.303111782477
147028513,13,35.1070475,38.89,93.336,No,0.376136190752
147029296,4,13.3334,15.6,56.16,No,0.237418091168
147030197,5,12.51875,55.85,193.613333333,No,0.0646585118105
147053332,14,29.4667,59.48,134.821333333,No,0.218561108034
147055947,4,28.89,70.17,252.612,No,0.114365113296
147064277,5,48.7833,87.5,303.333333333,No,0.160824065934
147081245,11,12.5,15.0,40.0,No,0.3125
147089038,13,138.92717,160.05,384.12,No,0.361676481308
147091598,9,15.975,19.85,58.2266666667,No,0.27435882757
147098824,8,10.4167,49.99,153.302666667,No,0.0679485897179
147122314,14,34.1361501,32.72,74.1653333333,No,0.460270972512
147123508,4,67.3334,80.8,290.88,No,0.231481710671
147132576,5,34.1667,60.98,211.397333333,No,0.161623136211
147135262,13,30.8333,69.5,166.8,No,0.184851918465
147152025,12,10.3167,12.76,32.3253333333,No,0.31915216136
147153264,10,28.8833,44.0,123.2,No,0.23444237013
147154516,10,33.5667,42.8,119.84,No,0.280095961282
151020752,13,22.9,195.75,469.8,No,0.0487441464453
151035124,11,17.5,21.35,56.9333333333,No,0.30737704918
151042952,22,17.5,21.0,25.2,No,0.694444444444
151044352,12,93.0333,105.82,268.077333333,No,0.347039038486
151049120,6,61.95,38.02,126.733333333,No,0.488821672804
151053740,6,8.75,10.5,35.0,No,0.25
151070956,13,18.33,49.85,119.64,No,0.153209628887
151075417,24,34.9117,54.21,50.596,No,0.690009091628
151080492,11,43.1308334,57.16,152.426666667,No,0.282961205826
151090858,11,41.0885334,47.97,127.92,No,0.321204920263
153018183,9,62.8917,52.05,152.68,No,0.411918391407
153020585,21,28.75,63.84,85.12,No,0.337758458647
153029937,13,40.9667,52.75,126.6,No,0.323591627172
153052016,23,14.17,14.7,15.68,No,0.903698979592
153058818,13,20.0,29.83,71.592,No,0.279360822438
155857591,15,14.58668,22.65,48.32,No,0.301876655629
155914911,22,7.9167,10.5,12.6,No,0.62830952381
155920384,12,12.5,-0.01,-0.0253333333333,Yes,-493.421052632
156115029,6,14.1667,43.5,145.0,No,0.0977013793103
157220461,12,18.75,31.81,80.5853333333,No,0.232672612055
157531241,14,14.22668,20.4,46.24,No,0.307670415225
157534517,13,36.688335,83.95,201.48,No,0.182094178082
160006388,4,15.5607165,10.29,37.044,No,0.42006037415
160006980,11,54.85,0.0,0.0,Yes,1.0
160008982,4,49.8117835,71.81,258.516,No,0.192683561172
160014957,4,14.5834,10.5,37.8,No,0.385804232804
160017745,4,85.2611001,219.94,791.784,No,0.107682272059
160028373,12,22.1274666,30.55,77.3933333333,No,0.285909207511
160031696-1,14,10.3167,0.0,0.0,Yes,1.0
160033778,13,10.3167,12.38,29.712,No,0.347223344103
160041869,19,60.708367,245.16,392.256,No,0.154767210699
160047003,21,14.17,70.5,94.0,No,0.150744680851
160047489,20,9.1667,58.22,85.3893333333,No,0.107351815996
160052135,19,17.383367,73.07,116.912,No,0.148687619748
160052180,17,29.0615,89.07,166.264,No,0.174791295771
160058879,17,14.18417,19.52,36.4373333333,No,0.389275742828
160078293,19,84.291768,102.7,164.32,No,0.512973271665
160079954,18,25.0,55.5,96.2,No,0.259875259875
160086544,19,22.0833,26.94,43.104,No,0.512326002227
160089650,17,23.3334,30.23,56.4293333333,No,0.413497708048
160091347,23,42.083367,75.0,80.0,No,0.5260420875
160092008,22,14.308367,22.66,27.192,No,0.526197668432
160096488,19,34.28556255,41.75,66.8,No,0.513256924401
160101759,4,49.17,59.0,212.4,No,0.231497175141
160108187,13,196.3101335,228.64,548.736,No,0.357749689286
160112365,9,30.045,0.0,0.0,Yes,1.0
160115460,11,14.22668,20.67,55.12,No,0.258103773585
170030414,19,16.370866,21.62,34.592,No,0.4732558395
170088332,21,13.7583,14.07,18.76,No,0.733384861407
170092781,18,41.483367,44.3,76.7866666667,No,0.540241799792
170109883,20,63.0257835,43.04,63.1253333333,No,0.998422981265
170144591-1,20,14.75,0.0,0.0,Yes,1.0
170151647,20,13.3334,26.0,38.1333333333,No,0.349652097902
170159714,17,89.996399,124.19,231.821333333,No,0.388214482705
170166008,23,17.15,23.95,25.5466666667,No,0.67132045929
170169272-1,23,72.7,0.0,0.0,Yes,1.0
170177227,19,24.0833,35.52,56.832,No,0.423763020833
170189232-1,19,36.2972835,0.0,0.0,Yes,1.0
170194397,24,10.8334,17.45,16.2866666667,No,0.665169873107
170198200-1,19,27.5167,0.0,0.0,Yes,1.0
170205040,24,14.1667,25.18,23.5013333333,No,0.602804096221
170220710,19,48.38955,0.0,0.0,Yes,1.0
170232850,17,44.57170005,46.4,86.6133333333,No,0.514605527055
170235955,17,36.7400334,35.33,65.9493333333,No,0.557094841494
170251251,19,56.5833,68.8,110.08,No,0.514019803779
170256234,18,195.4864168,343.93,596.145333333,No,0.327917381668
170274543,17,9.1667,11.0,20.5333333333,No,0.446430194805
170275442,20,32.823692,72.87,106.876,No,0.307119390696
170288356,23,8.1667,9.8,10.4533333333,No,0.781253188776
170291340-1,18,28.75,0.0,0.0,Yes,1.0
170299735-1,20,10.4167,0.0,0.0,Yes,1.0
170304335,20,14.17,26.05,38.2066666667,No,0.370877682778
170309114,24,47.133367,181.6,169.493333333,No,0.278083899072
170316500,24,8.75,14.66,13.6826666667,No,0.639495225102
170317181,19,257.3249,699.63,1119.408,No,0.229875880823
170334831,24,18.778125,24.0,22.4,No,0.838309151786
170345903,21,10.3167,39.53,52.7066666667,No,0.195738047053
170347198-1,18,32.5833,237.15,411.06,No,0.0792665304335
170347676,22,36.7033667,44.0,52.8,No,0.695139520833
170348597,24,14.5834,17.5,16.3333333333,No,0.89286122449
170354006,20,64.7667,202.19,296.545333333,No,0.218404043901
170362993,20,110.8167,0.0,0.0,Yes,1.0
170364893,20,85.356833,77.11,113.094666667,No,0.754737915728
170368955,24,16.32167,31.22,29.1386666667,No,0.560137846618
170369707,18,71.03968845,67.84,117.589333333,No,0.604133780133
170370095,19,33.94772505,39.47,63.152,No,0.537555818501
170373587,20,25.4005504,82.75,121.366666667,No,0.209287698984
170375636-1,19,8.1748667,0.0,0.0,Yes,1.0
170390419,25,13.7501,16.5,13.2,Yes,1.0
170393785,17,37.1746834,40.02,74.704,No,0.497626410902
170396391,17,86.51166,112.45,209.906666667,No,0.412143460586
170403039,20,31.6553167,48.79,71.5586666667,No,0.442368732881
170411391,19,35.9834,44.36,70.976,No,0.506979824166
170421042,20,35.6314666,0.0,0.0,Yes,1.0
170432636,20,44.4667,101.05,148.206666667,No,0.300031712474
170435366,19,70.175,-18.6,-29.76,Yes,-2.35803091398
170436812,20,14.17,17.0,24.9333333333,No,0.568315508021
170440045,19,14.308367,71.0,113.6,No,0.125953934859
170440987-1,24,20.825,26.49,24.724,No,0.842298980747
170442627,17,19.358367,58.85,109.853333333,No,0.176220114698
170443991,19,47.2569505,4.88,7.808,Yes,1.0
170448065,17,22.4397835,37.03,69.1226666667,No,0.324637120964
170448418,20,31.1172501,45.28,66.4106666667,No,0.468558014275
170452163-1,20,29.1666,0.0,0.0,Yes,1.0
170455586-1,19,23.0846666,30.83,49.328,No,0.46798302384
170457759,24,30.388367,47.96,44.7626666667,No,0.678877494638
170509489,23,46.0,165.8,176.853333333,No,0.260102533172
170519436,20,14.65324175,19.74,28.952,No,0.506121917311
170527947,15,43.4975334,54.44,116.138666667,No,0.374531020963
170534117,16,30.8333,80.0,160.0,No,0.192708125
170565238,23,28.305,30.58,32.6186666667,No,0.867754659908
170577947,23,16.3580417,48.65,51.8933333333,No,0.315224339029
170586620,21,41.2833,64.3,85.7333333333,No,0.481531493002
170623740,23,61.258567,60.54,64.576,No,0.948627462215
170627175,24,14.22668,36.69,34.244,No,0.415450297862
170642572,23,67.0909,100.87,107.594666667,No,0.623552282641
170658309,16,18.88,41.5,83.0,No,0.227469879518
170665228-1,21,12.51624995,0.0,0.0,Yes,1.0
170668754,22,37.0349,30.09,36.108,Yes,1.0
170669799,22,53.3167,55.71,66.852,No,0.797533357267
170669835,20,24.0833,36.85,54.0466666667,No,0.445601948933
170685891,24,20.6417,0.0,0.0,Yes,1.0
170709083,25,16.1834,36.23,28.984,No,0.558356334529
170734664,21,12.9,15.48,20.64,No,0.625
170759276,13,146.0184998,134.68,323.232,No,0.451745185501
170779463,22,33.33,46.35,55.62,No,0.599244875944
170798002,15,34.5367,59.11,126.101333333,No,0.273880529944
170812556-1,21,9.75,0.0,0.0,Yes,1.0
170814707,23,19.9583,33.94,36.2026666667,No,0.551293643194
170832276,21,19.5167,26.31,35.08,No,0.556348346636
170837920,4,30.455795,59.4,213.84,No,0.142423283764
170861602,24,11.7250335,5.01,4.676,Yes,1.0
170862727,23,50.0,56.69,60.4693333333,No,0.826865408361
170881560,23,10.4167,12.5,13.3333333333,No,0.7812525
170896250,22,21.675,35.5,42.6,No,0.508802816901
170902588,17,38.3909001,0.0,0.0,Yes,1.0
170915141,17,83.253167,256.94,479.621333333,No,0.173581034066
170918315,13,9.1667,11.0,26.4,No,0.347223484848
170926984,21,15.8333,32.05,42.7333333333,No,0.370514040562
170928464,19,40.0,38.6,61.76,No,0.647668393782
170935827,24,66.80334,73.5,68.6,No,0.973809620991
170936679,24,16.36621255,0.0,0.0,Yes,1.0
170937501,21,33.36829995,33.0,44.0,No,0.758370453409
170937841,23,44.09502,65.35,69.7066666667,No,0.632579667177
170948060-1,19,40.8333,0.0,0.0,Yes,1.0
170950882,12,18.88,27.35,69.2866666667,No,0.272491099779
170953078,21,14.6167,56.49,75.32,No,0.19406133829
170964695,24,82.76552395,91.4,85.3066666667,No,0.970211674937
170972242,23,30.91038325,28.1,29.9733333333,Yes,1.0
170973709,25,20.08,-59.83,-47.864,Yes,-0.41952197894
170985758,24,19.06,11.93,11.1346666667,Yes,1.0
171003946-1,13,20.035,0.0,0.0,Yes,1.0
171006698,18,89.78163335,0.0,0.0,Yes,1.0
171020323,23,19.19545005,34.47,36.768,No,0.522069463936
171024009,18,14.1667,41.82,72.488,No,0.1954351065
171043693,24,27.1175334,63.63,59.388,No,0.456616377046
171094014,18,28.33,-76.35,-132.34,Yes,-0.21406982016
171094069,20,27.555,33.55,49.2066666667,No,0.55998509687
171095593,18,48.816633,86.88,150.592,No,0.324164849394
171120562,25,95.94292505,119.84,95.872,Yes,1.0
171158782,20,28.09964995,44.65,65.4866666667,No,0.429089635804
171189336,22,15.97,74.66,89.592,No,0.178252522547
171190975,21,45.19027515,38.1,50.8,No,0.889572345472
171194968,20,15.8333,51.0,74.8,No,0.21167513369
171213393-1,15,9.75,0.0,0.0,Yes,1.0
171215691,20,8.17895005,8.58,12.584,No,0.649948351081
171218956,18,93.782542,99.1,171.773333333,No,0.545966828378
171223953,24,20.8333,48.27,45.052,No,0.462427861138
171223964,23,29.1667,47.49,50.656,No,0.575779769425
171227457,20,29.7867,50.46,74.008,No,0.40247946168
171228469-1,21,18.3333,0.0,0.0,Yes,1.0
171233273,21,38.4482999,54.05,72.0666666667,No,0.533510174376
171233897,19,26.32875,25.15,40.24,No,0.654292992048
171235968-1,12,24.0833,42.9,108.68,No,0.221598270151
171237540,18,181.936533,478.14,828.776,No,0.219524374499
171243106,16,30.3,31.38,62.76,No,0.482791586998
171252867,22,15.0,35.9,43.08,No,0.348189415042
171261619-1,23,128.090009,0.0,0.0,Yes,1.0
171265204,11,16.6667,25.23,67.28,No,0.247721462545
171282249-1,21,36.0667,0.0,0.0,Yes,1.0
171283079,25,57.359101,70.89,56.712,Yes,1.0
171283682,23,68.975,91.41,97.504,No,0.707406875615
171288507,20,7.9167,10.5,15.4,No,0.514071428571
171289837,18,24.1073833,45.82,79.4213333333,No,0.303537881929
171296701,23,23.2589171,38.52,41.088,No,0.566075669295
171301641,25,16.249673,46.03,36.824,No,0.441279410167
171305849,21,27.5717334,0.0,0.0,Yes,1.0
171322511,25,12.55,9.0,7.2,Yes,1.0
171329370,22,49.6717,91.99,110.388,No,0.449973729029
171352700,23,38.379995,40.35,43.04,No,0.891728508364
171370859,25,16.3417,20.96,16.768,No,0.974576574427
171376435,23,66.80584,96.22,102.634666667,No,0.650909114529
171379870,12,55.8367,92.66,234.738666667,No,0.23786750088
171386813,22,61.3584851,0.0,0.0,Yes,1.0
171388984,21,28.33,39.71,52.9466666667,No,0.53506673382
171391569,22,21.041633,49.05,58.86,No,0.357486119606
171403053,23,11.69586675,16.56,17.664,No,0.662130137568
171403064,22,35.35,66.49,79.788,No,0.443049080062
171403451,23,12.9645,12.38,13.2053333333,No,0.981762419225
171408490,25,51.0017,73.64,58.912,No,0.865726846822
171412838,23,21.25,24.73,26.3786666667,No,0.805575212293
171416285,21,14.1808667,38.32,51.0933333333,No,0.277548278314
171437724,23,43.3333,41.0,43.7333333333,No,0.990852896341
171439566,25,118.4250001,182.57,146.056,No,0.81081913855
171449864,13,51.883367,125.3,300.72,No,0.172530483506
171453495,25,19.358367,23.0,18.4,Yes,1.0
171455157,16,27.5,37.05,74.1,No,0.371120107962
171466467,19,10.4687835,20.18,32.288,No,0.324231401759
171470350,22,8.3334,16.0,19.2,No,0.43403125
171471500,24,44.725,69.19,64.5773333333,No,0.692580471992
171472034,23,28.8075,39.59,42.2293333333,No,0.682168003284
171473295,24,24.72,30.65,28.6066666667,No,0.864134234444
171474070,22,46.806633,84.76,101.712,No,0.460187912931
171480896-1,24,14.7308667,0.0,0.0,Yes,1.0
171484436,24,17.6033,68.32,63.7653333333,No,0.27606379642
171511009-1,21,17.0567,0.0,0.0,Yes,1.0
171518711,21,7.9167,9.82,13.0933333333,No,0.604635947047
171522808,22,15.8333,46.63,55.956,No,0.282959825577
171524800,13,8.1667,10.35,24.84,No,0.328772141707
171531081,22,15.5297499,37.04,44.448,No,0.349391421436
171538442,20,31.8167,64.18,94.1306666667,No,0.338005680048
171549047,12,31.9439668,30.51,77.292,No,0.413289432283
171553894,13,18.36610845,16.84,40.416,No,0.454426673842
171556615,15,28.4087334,51.42,109.696,No,0.258976930791
171565605,21,22.2167,31.19,41.5866666667,No,0.534226514909
171565741,23,42.083367,109.43,116.725333333,No,0.360533277552
171566902,25,92.961333,120.88,96.704,No,0.961297702267
171573285,24,25.3948833,30.41,28.3826666667,No,0.894732112322
171585289-1,24,56.7575,0.0,0.0,Yes,1.0
171592551-1,16,20.848117,0.0,0.0,Yes,1.0
171593336,18,14.1667,17.0,29.4666666667,No,0.480770361991
171597249,20,16.3743834,18.19,26.6786666667,No,0.613763184067
171625095,16,10.4167,10.1,20.2,No,0.515678217822
171630490,18,24.8333,6.7,11.6133333333,Yes,1.0
171640298,22,106.6205336,100.2,120.24,No,0.886730984697
171651928,24,65.2166,93.73,87.4813333333,No,0.745491609639
171656081,23,7.9167,10.5,11.2,No,0.706848214286
171661931,13,33.33,65.47,157.128,No,0.212120054987
171682130,25,21.7100334,46.36,37.088,No,0.585365438956
171683982,22,15.0,37.35,44.82,No,0.334672021419
171692767,23,38.3333,44.95,47.9466666667,No,0.79949874861
171699526,22,128.408313,297.11,356.532,No,0.360159292854
171699786,24,10.4167,21.5,20.0666666667,No,0.519104651163
171704068,24,42.9167,65.5,61.1333333333,No,0.702017993457
171704171,24,9.5834,37.51,35.0093333333,No,0.273738431656
171715276-1,24,40.3166332,0.0,0.0,Yes,1.0
171864141,24,34.25,54.5,50.8666666667,No,0.673328964613
171869839,23,66.999933,113.58,121.152,No,0.553023747029
171872947,21,12.9,19.37,25.8266666667,No,0.499483737739
171894874,22,40.91166,45.2,54.24,No,0.754271017699
171895079,21,62.845333,51.57,68.76,No,0.913980991856
171901103,23,21.67,39.11,41.7173333333,No,0.519448350805
171924020,24,50.9634334,65.58,61.208,No,0.832626999739
171928524,22,20.92165,12.5,15.0,Yes,1.0
171940597,16,16.4070668,20.83,41.66,No,0.393832616419
171941247,18,39.2911505,60.91,105.577333333,No,0.372155170617
171941350,16,18.7332,62.89,125.78,No,0.148936237876
171945230,5,12.55,14.0,48.5333333333,No,0.258585164835
171951998,22,30.57,49.96,59.952,No,0.509907926341
171966304,24,45.0917,67.11,62.636,No,0.719900696085
171973325,24,36.6887,50.08,46.7413333333,No,0.784930539708
171998711,18,187.5913,286.99,497.449333333,No,0.377106345169
172005575,13,83.399967,105.69,253.656,No,0.328791619359
172022485,23,15.4987833,13.44,14.336,Yes,1.0
172037313,13,14.5834,41.45,99.48,No,0.146596300764
172044594,18,43.88,52.55,91.0866666667,No,0.481739003147
172084536-1,12,26.3557999,0.0,0.0,Yes,1.0
172101209,25,45.39993325,55.81,44.648,Yes,1.0
172112655,20,35.46506,67.94,99.6453333333,No,0.355912904434
172129494,21,35.441333,56.2,74.9333333333,No,0.472971525801
172154484,11,241.6586,224.99,599.973333333,No,0.402782234766
172164953,16,26.7467001,28.94,57.88,No,0.462106083276
172166217,22,14.5834,17.5,21.0,No,0.694447619048
172186186-1,21,7.9167,0.0,0.0,Yes,1.0
172200516,22,10.4167,23.9,28.68,No,0.36320432357
172210950-1,11,32.4621501,0.0,0.0,Yes,1.0
172217913,12,120.3866665,80.16,203.072,No,0.592827502068
172226685,18,85.6767001,142.886,247.669066667,No,0.345932179796
172229928,18,91.6699666,113.42,196.594666667,No,0.466289183498
172232070,21,44.0,93.27,124.36,No,0.353811514957
172233139-1,23,23.3095668,68.62,73.1946666667,No,0.318459907826
172238134,23,25.025,29.2,31.1466666667,No,0.803456763699
172238963,11,45.135,78.04,208.106666667,No,0.216883969759
172288054,23,16.3417,27.34,29.1626666667,No,0.560363707023
172288678,15,30.06,29.9,63.7866666667,No,0.471258361204
172300880,23,18.3516333,22.99,24.5226666667,No,0.748353902512
172302928,24,8.18711675,11.3,10.5466666667,No,0.776275292351
172304577,23,20.6417,24.77,26.4213333333,No,0.781251261607
172342324,16,60.7932999,70.38,140.76,No,0.431893292839
172346362-1,25,14.1667,0.0,0.0,Yes,1.0
172369950,24,89.17,136.86,127.736,No,0.698080415858
172376120,13,27.5167,33.02,79.248,No,0.347222642843
172378122,13,42.05781255,66.86,160.464,No,0.262101234856
172394428,25,86.1916329,203.72,162.976,No,0.528860893015
172404443,10,41.3452332,44.65,125.02,No,0.330708952168
172426712,16,98.2595,64.87,129.74,No,0.757357021736
172429555,21,10.4167,14.5,19.3333333333,No,0.538794827586
172436178,21,14.17,30.14,40.1866666667,No,0.352604512276
172439499-1,21,10.4167,0.0,0.0,Yes,1.0
172499195,22,105.2370334,161.01,193.212,No,0.544671311306
172512273,22,7.9167,9.5,11.4,No,0.694447368421
172512499,24,36.2972835,0.0,0.0,Yes,1.0
172539092,16,65.395,11.35,22.7,Yes,1.0
172551725,22,44.2033006,71.43,85.716,No,0.515694859769
172615153,23,21.6668,35.98,38.3786666667,No,0.564553224013
172619771,20,28.325,25.53,37.444,No,0.756462984724
172624143,23,15.4167,20.0,21.3333333333,No,0.7226578125
172625008,13,11.6667,30.12,72.288,No,0.161391932271
172632574,25,55.5420165,102.14,81.712,No,0.679729005532
172658621-1,12,25.929,0.0,0.0,Yes,1.0
172680129,23,32.484867,75.08,80.0853333333,No,0.405628167455
172685599,23,43.65087505,71.83,76.6186666667,No,0.569715931496
172703989-1,15,22.2167,0.0,0.0,Yes,1.0
172714551,5,61.8082665,86.37,299.416,No,0.20642940424
172720082,13,47.62242505,67.84,162.816,No,0.292492292219
172724042,18,19.5167,37.68,65.312,No,0.298822574718
172729650,23,12.0833,22.59,24.096,No,0.50146497344
172729774,13,67.3803,141.32,339.168,No,0.198663494198
172743818,21,22.725,41.17,54.8933333333,No,0.413984697595
172777001,16,21.041633,40.46,80.92,No,0.260030066733
172782520-1,20,13.79269575,0.0,0.0,Yes,1.0
172791383,20,23.7812501,22.35,32.78,No,0.725480478951
172806530-1,21,17.075,0.0,0.0,Yes,1.0
172833102,23,14.76251,18.8,20.0533333333,No,0.736162400266
172834205,22,86.93775845,102.49,122.988,No,0.706880008212
172846016,20,15.1667,80.61,118.228,No,0.128283486145
172865995,21,18.75,26.09,34.7866666667,No,0.538999616711
172875953,22,22.725,27.07,32.484,No,0.699575175471
172881202,22,90.3834,260.05,312.06,No,0.289634685637
172899677-1,15,9.5834,0.0,0.0,Yes,1.0
172919810,15,83.9258,59.44,126.805333333,No,0.661847556359
172928980,17,11.6783667,13.5,25.2,No,0.46342725
172936582,22,21.702505,28.96,34.752,No,0.624496575737
172936720-1,24,12.5,0.0,0.0,Yes,1.0
172943898,22,60.4916,76.2,91.44,No,0.661544181977
172972086,23,18.4066332,1.78,1.89866666667,Yes,1.0
172994071,18,78.4695507,101.57,176.054666667,No,0.445711279262
173122579,23,51.419366,96.93,103.392,No,0.497324415816
173130568-1,23,7.92857505,8.93,9.52533333333,No,0.832367201498
173180353,17,46.6584,65.2,121.706666667,No,0.383367659947
173188282,23,59.041466,40.72,43.4346666667,Yes,1.0
173200983,21,12.53125,18.75,25.0,No,0.50125
173206810,25,77.6167,104.41,83.528,No,0.929229719376
173222752,20,24.24251,20.85,30.58,No,0.792757030739
173226143,13,12.9,15.96,38.304,No,0.336779448622
173226416,22,18.94507505,34.38,41.256,No,0.459207752812
173252430,22,27.55797505,31.61,37.932,No,0.726509940156
173261088,22,34.9600668,50.46,60.552,No,0.577356103845
173264105,23,64.1867,77.01,82.144,No,0.781392432801
173272569,24,10.4167,35.9,33.5066666667,No,0.310884401114
173285940,11,17.51197505,21.0,56.0,No,0.312713840179
173296910,18,14.1667,17.55,30.42,No,0.46570348455
173313310,23,48.4782999,107.55,114.72,No,0.422579322699
173317858,24,33.4666332,18.8,17.5466666667,Yes,1.0
173327769,21,34.5376,44.33,59.1066666667,No,0.584326641101
173332766,22,15.8333,19.0,22.8,No,0.694442982456
173336624,20,12.9,18.05,26.4733333333,No,0.487282800302
173337205,22,82.9983336,0.0,0.0,Yes,1.0
173339809,20,20.0,56.55,82.94,No,0.241138172173
173340448,22,29.63118325,36.44,43.728,No,0.677624937111
173342371,20,14.1667,26.85,39.38,No,0.359743524632
173346115,24,151.2981004,57.61,53.7693333333,Yes,1.0
173346488,25,22.29266255,46.36,37.088,No,0.601074809912
173371990,15,31.0127,50.31,107.328,No,0.288952556649
173377714,17,20.45,25.24,47.1146666667,No,0.434047430383
173391369,23,44.7167,56.16,59.904,No,0.746472689637
173393383,23,7.67,92.43,98.592,No,0.0777953586498
173403115,25,35.07,40.5,32.4,Yes,1.0
173430652,17,15.5607165,3.9,7.28,Yes,1.0
173433495,18,56.4091668,72.4,125.493333333,No,0.449499310455
173437831,23,56.5,70.89,75.616,No,0.747196360559
173444987,18,8.763125,11.93,20.6786666667,No,0.423776113869
173455424,25,38.082433,115.41,92.328,No,0.412468947665
173461400-1,19,12.0246668,0.0,0.0,Yes,1.0
173463377,23,36.78001,30.8,32.8533333333,Yes,1.0
173470434,24,79.2209835,167.58,156.408,No,0.506502119457
173482381,13,41.26166,41.0,98.4,No,0.419325813008
173485442,20,75.0333,155.96,228.741333333,No,0.328026854205
173491100,20,10.4167,18.5,27.1333333333,No,0.383907862408
173508122,21,18.3334,27.5,36.6666666667,No,0.500001818182
173525189,20,31.8167,65.17,95.5826666667,No,0.33287102264
173525361,23,10.4167,18.0,19.2,No,0.542536458333
173525861,23,12.8167,15.38,16.4053333333,No,0.78125203186
173526566,16,17.6033,24.76,49.52,No,0.355478594507
173527454,22,18.4066332,30.9,37.08,No,0.496403268608
173542293,23,32.5,46.57,49.6746666667,No,0.654257032424
173547856,24,10.8333,17.72,16.5386666667,No,0.6550286198
173565518,13,23.22266255,21.7,52.08,No,0.445903658794
173573198,13,77.2817,74.31,178.344,No,0.433329408334
173578922,24,116.1138007,143.61,134.036,No,0.866288166612
173586488,16,57.199933,0.0,0.0,Yes,1.0
173608827,22,51.63818505,51.43,61.716,No,0.836706608497
173612367,24,56.35299,51.66,48.216,Yes,1.0
173617577,24,43.1272668,54.71,51.0626666667,No,0.844594879494
173618034,24,24.21834,24.6,22.96,Yes,1.0
173631848,25,27.0834,34.8,27.84,No,0.972823275862
173643831,22,29.68375,55.67,66.804,No,0.44434090773
173651400,12,35.35,42.77,108.350666667,No,0.326255491429
173657815,21,49.903366,35.05,46.7333333333,Yes,1.0
173671266,16,21.67,32.5,65.0,No,0.333384615385
173674941,18,8.75,10.5,18.2,No,0.480769230769
